author,work,metronome,meter
Pragātha Kāṇva,b08_h065_08,wS.S.SwS.ww.|wSS.SwS.wS.|wSw.Sw.S.ww|,gāyatrī
Pragātha Kāṇva,b08_h065_09,SS.SS.wSwS.|wS.S.Sw.S.ww.|SS.SS.wS.wS|,gāyatrī
Pragātha Kāṇva,b08_h065_10,SS.S.wwSwS.|SS.wSwSwS.|S.SS.wwS.wS|,gāyatrī
Pragātha Kāṇva,b08_h065_11,wSS.wwSww.|wS.SS.wS.ww.|SS.wSw.S.wS|,gāyatrī
Pragātha Kāṇva,b08_h065_12,wSS.SwSw.S.|wSSw.wSwS.|wS.SSw.Sww|,gāyatrī
Kali Prāgātha,b08_h066_01,wSS.S.wSww.|SS.wSw.SwS.|wS.SSS.wwSS.SwS.|wS.wS.w.SwS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_02,w.S.SS.wSS.S.wS.wS.|wS.wSw.SwS.|w.SSS.wwSSw.SwS.|SS.wSw.SwS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_03,S.SS.SS.SwS.|S.S.SS.wSwS.|w.SSw.Swww.wSww.|SS.SSw.SwS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_04,wSS.S.S.wwSwS.ww.|w.S.www.SwS.|SS.wSS.wwSw.S.ww.|SS.SS.wS.wS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_05,S.SSw.wSww.|wS.S.Sw.wwwS.|wS.S.w.Sww.S.wSww.|Sw.SS.wS.wS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_06,wS.SSw.wwSw.SwS.|wSS.Sw.SwS.|w.S.S.SwwS.SwS.ww.|wSS.SwS.wS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_07,ww.Sw.wS.wS.|wSSSw.SwS.|SS.w.Sw.wwS.wS.ww.|S.SS.SwS.wS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_08,wS.w.Sw.Sww.wSww.|S.wwSw.Sww.|SS.S.SS.wwSw.S.ww.|SS.w.SwS.wS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_09,w.S.w.Sw.www.|SSw.Sw.SwS.|SS.w.S.SwSw.w.SwS.|wwS.ww.SwS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_10,w.S.wS.wSS.Sw.wwS.|w.w.SSS.Sww.|SS.SS.SwSS.wSww.|wS.SS.wS.ww|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_11,wS.S.S.wSww.|SS.SSw.SwS.|wSwSS.wwSw.SwS.|wS.S.w.wSww|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_12,SS.S.S.S.wwSw.SwS.|wSw.Sw.SwS.|wS.w.SS.wwS.wS.ww.|wSS.ww.S.wS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_13,wS.S.S.wS.w.w.|Sw.SS.wS.ww.|wS.w.SS.wwSw.S.ww.|wwS.Sw.SwS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_14,wS.S.SS.wwS.wS.wS.|wwSS.wS.ww.|wS.w.SS.ww.SwS.wS.|SS.wSw.SwS|,br̥hatī alternating with satobr̥hatī
Kali Prāgātha,b08_h066_15,Sw.S.S.wS.Sw.|wwS.S.wSww.|wS.SS.SSwS.|wS.SS.wSww|,anuṣṭubh
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_01,wS.S.SwS.ww.|SSS.SwSwS.|wwwSS.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_02,SS.S.ww.SwS.|wwS.Sw.SwS.|SSSS.wS.wS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_03,SS.w.Sw.SwS.|wSw.Sw.SwS.|SSSS.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_04,ww.S.wwS.wS.|www.Sw.Sww.|wSw.S.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_05,SS.S.ww.Sww.|SSSS.wS.wS.|S.S.w.wwSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_06,S.S.SSw.SwS.|wSw.Sw.S.SS.|SS.S.ww.Sww|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_07,Sw.SS.SS.ww.|Sw.Sw.wSww.|SSS.SwSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_08,S.S.SS.wS.wS.|wS.wSw.S.ww.|Sw.S.S.wS.wS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_09,S.S.wS.wSwS.|wwSS.wSwS.|SS.wS.w.Sww|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_10,wS.S.wwS.ww.|wS.Sw.wS.wS.|wwwSS.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_11,Sw.SS.wSw.S.|SwSS.wSwS.|SS.SSw.S.wS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_12,wSS.w.wSww.|wSw.S.wSwS.|ww.SSw.SwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_13,S.SSS.wSww.|wSSS.wwwS.|wS.SSS.SwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_14,S.w.SS.wSww.|SSSS.wSwS.|SS.Sw.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_15,wS.w.w.wS.ww.|SSS.ww.Sww.|Sw.Sw.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_16,SS.w.S.wSww.|SSS.SwS.wS.|wS.SS.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_17,SSS.S.wSwS.|wwSS.w.SwS.|SS.www.SwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_18,S.w.S.SS.Sww.|SSS.S.wSww.|SS.Sw.wSwS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_19,SSw.Sw.S.ww.|SSSS.wSwS.|Sw.SSw.wwww|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_20,S.S.SS.wSww.|SSS.SwS.wS.|wS.w.wwS.wS|,gāyatrī
Matsya Sāmmada or Mānya Maitrāvaruṇi or many fish caught in a net [bahavo matsyā jālanaddhāḥ],b08_h067_21,w.S.SS.w.Sww.|SSSS.w.SwS.|SS.w.wwS.wS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_01,S.S.wS.wSwS.|SSw.SwSww.|wwSw.wSww.|Sw.wSw.SwS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h068_02,wwSw.wSwS.|wSS.SwS.wS.|S.SSw.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_03,Sw.S.wwS.wS.|wS.SSw.SwS.|SS.SS.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_04,SSwSw.S.ww.|wSwSw.www.|SS.w.SwSww.|SS.wS.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_05,wSwS.wSwS.|wSSSw.S.wS.|SS.wSw.SwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_06,wSSw.wSww.|Sw.SS.wSww.|SSS.S.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_07,Sw.S.SwS.ww.|SS.SSw.SwS.|S.SwS.wSww.|SS.SSwS.wS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_08,w.Sw.S.wwSw.|Sw.SSw.SwS.|wS.wSw.S.wS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_09,wSSS.wS.wS.|Sw.SS.wS.wS.|wSw.Sw.SwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_10,S.S.SSw.SwS.|S.SS.SwSww.|Sw.wS.w.Sww.|SSw.wwSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_11,Sw.S.Sw.wwS.|SS.wSw.SwS.|SS.wSwSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_12,ww.S.wwS.ww.|wS.wSw.S.ww.|ww.S.Sw.SwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_13,wS.Sw.wS.ww.|wS.wSw.SwS.|SwSS.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_14,ww.S.S.wSwS.|wS.SSw.SwS.|SSS.SwSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_15,SS.SSw.S.wS.|wS.SSw.Sww.|SwSSw.SwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_16,wwS.SwSS.|wwSS.wSS.|SwSS.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_17,w.SS.SwSw.|SwSS.wSwS.|wS.SSwS.wS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_18,Sw.SS.wSwS.|Sw.SSw.wwS.|wwSS.wSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h068_19,w.SS.SwSwS.|wSS.ww.Sww.|wSw.ww.SwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h069_01,Sw.S.Sww.wS.|SSSSw.SwS.|wS.S.SwSwS.|wSwS.wSww|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_02,wS.w.SwSwS.|wS.SwwSwS.|wS.S.SwSwS.|SSww.wSww|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_03,S.Sw.SwSwS.|SS.SSw.SwS.|SS.SSwS.wS.|ww.S.SwS.wS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_04,wS.w.SwS.wS.|Sw.Sw.wS.wS.|SS.SSw.SwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h069_05,S.wwS.wSwS.|wwS.ww.Sww.|SSw.SwSwS|,gāyatrī
Priyamedha Āṅgirasa,b08_h069_06,SSw.Sw.SwS.|wSS.SwS.ww.|S.S.wSwS.wS|,gāyatrī
Priyamedha Āṅgirasa,b08_h069_07,S.S.SSw.SwS.|ww.SS.w.Sww.|SS.SS.wSwS.|S.Sw.wwS.wS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_08,SwS.w.SwS.|wwSSS.Sww.|SSw.SwS.ww.|wS.w.Sw.Sww|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_09,wS.wSw.SwS.|SS.ww.wSwS.|SS.ww.wSww.|SSS.Sw.SwS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_10,S.S.wSw.SwS.|wwS.wwSww.|wSwS.wSww.|Sw.SSw.SwS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_11,wS.SS.wS.SS.|SS.SS.wSww.|www.w.wS.wS.|w.SS.S.wSww.|SS.SSwS.ww|,paṅkti
Priyamedha Āṅgirasa,b08_h069_12,wSS.ww.www.|Sw.S.Sw.Sww.|wSwSw.SwS.|SwS.wwS.ww|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_13,S.wS.wSwS.|wSS.ww.SwS.|SS.SS.w.S.ww.|wwS.S.wSww|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_14,wS.w.Sw.Sww.|SS.SS.wS.wS.|wS.wSw.SwS.|SwSS.wS.wS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_15,SwS.w.wSwS.|ww.SS.wS.wS.|w.SS.wwS.wS.|SS.SS.wSwS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_16,S.S.wSw.SwS.|wS.SS.wSww.|wS.SS.wSww.|wSwSw.wwS.|wSwS.wSwS|,anuṣṭubh
Priyamedha Āṅgirasa,b08_h069_17,S.S.SS.wSww.|wS.wSw.SwS.|SS.w.Sw.wwS.w.Sww.|SSwSw.SwS|,br̥hatī
Priyamedha Āṅgirasa,b08_h069_18,wS.SSw.SwS.|wwSSw.SwS.|SS.wS.wwS.SwSwS.|wSwww.Sww|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_01,S.SS.SwSwS.|SS.wSw.SwS.|SSwS.wwS.wwSwS.|SS.S.SwS.wS|,br̥hatī-satobr̥hatī
Puruhanman Āṅgirasa,b08_h070_02,SS.S.Sw.wwSw.wwS.|SS.wS.wSww.|SSw.SS.ww.Sw.SwS.|wS.wS.w.SwS|,br̥hatī-satobr̥hatī
Puruhanman Āṅgirasa,b08_h070_03,wS.S.SwS.wS.|S.wSw.wSww.|SS.w.SS.SwSw.Sww.|wSS.SwSwS|,br̥hatī-satobr̥hatī
Puruhanman Āṅgirasa,b08_h070_04,wSw.SS.wwSw.SwS.|SS.wS.wSwS.|S.SwS.SwSS.wSwS.|SS.SS.wSwS|,br̥hatī-satobr̥hatī
Puruhanman Āṅgirasa,b08_h070_05,S.Sw.Sw.S.wS.|wS.SS.ww.wS.|S.S.SS.wSS.SwS.ww.|w.Sw.Sw.SwS|,br̥hatī-satobr̥hatī
Puruhanman Āṅgirasa,b08_h070_06,S.SSw.wwS.SwS.wS.|SS.wSw.wwS.|SS.ww.wwS.SwS.wS.|SS.SSw.SwS|,br̥hatī-satobr̥hatī
Puruhanman Āṅgirasa,b08_h070_07,w.S.wSw.Sw.|wS.SSS.Sww.|SSS.S.w.SwS.wSwS.|wS.SS.wSwS|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_08,S.S.wS.wSww.|SS.SSw.SwS.|S.SSw.w.SwSw.wwS.|SSw.Sw.wwS|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_09,w.S.w.S.wS.wS.|wSw.Sw.SwS.|w.S.w.SS.wwS.wSww.|w.SS.wwS.wS|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_10,wS.w.Sw.wwS.|wSwS.w.Sww.|SS.wSw.wwSw.SwS.|w.SS.SwS.wS|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_11,SSww.wSww.|wSSw.wSww.|wS.S.wS.wwSw.SwS.|SSw.SS.SwS|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_12,wS.w.Sw.SwS.|SS.wSw.SwS.|SSwS.w.S.wSw.SwS.|S.S.wSw.SwS|,br̥hatī
Puruhanman Āṅgirasa,b08_h070_13,wSS.ww.Sww.|wS.SSw.wSw.|wSwS.SS.SS.S.SwS|,uṣṇih
Puruhanman Āṅgirasa,b08_h070_14,SwS.www.wwS.|SSSS.wSwS.|w.Sw.SwSw.S.|ww.SS.wSwS|,anuṣṭubh
Puruhanman Āṅgirasa,b08_h070_15,SwSS.wwS.SwSwS.|SS.S.Sw.Sww.|wS.SS.w.SwS|,puraüṣṇih
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_01,wS.S.SS.wSS.|Sw.SSS.wSS.|wS.wS.SwSw|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_02,ww.SS.SwSw.|SS.w.S.wwSw.|ww.w.wS.wSS|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_03,w.S.SSS.SSw.|SS.wS.SwSS.|wS.Sw.SwSS|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_04,w.w.SS.wSwS.|SS.wSw.wwS.|S.SwS.SwSS|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_05,S.S.Sw.SwSS.|SS.wSw.wSw.|w.wSS.Sw.SS|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_06,wS.wS.wwSw.|SS.SwS.SSS.|w.S.ww.SS.Sw|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_07,wSS.S.S.wS.S.|wSwS.SwSS.|wSwS.SwSw|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_08,SS.SS.S.SSw.|Sw.wSS.wSw.|ww.SwS.wSS|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_09,w.S.Sw.ww.Sw.|SS.wS.SwSw.|wS.wS.wwSS|,gāyatrī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_10,SS.S.SwSwS.|wS.Sw.Sww.|SS.SSS.wwS.wSwS.|wSwSw.SwS|,br̥hatī-satobr̥hatī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_11,SS.SS.wwS.SwSwS.|SSw.SwSwS.|wS.S.S.wwS.SwSw.S.|SS.SwwS.ww|,br̥hatī-satobr̥hatī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_12,SS.S.SwSwS.|SS.www.SwS.|SS.SS.www.Sw.Sww.|SS.SSw.SwS|,br̥hatī-satobr̥hatī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_13,Sw.wwS.wwS.wSw.w.|SS.S.SwSww.|SS.SS.wwS.Sw.SwS.|wS.SS.wSwS|,br̥hatī-satobr̥hatī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_14,Sw.SSw.wwS.|SSS.SwSww.|SS.SS.wwSS.wS.wS.|SS.wSwS.SS|,br̥hatī-satobr̥hatī
Sudīti Āṅgirasa and/or Purumīḷha Āṅgirasa,b08_h071_15,SS.SS.SwS.S.wSww.|SS.S.S.w.SwS.|SSw.Sw.wwSw.wwS.|wS.Sw.wSwS|,br̥hatī-satobr̥hatī
Haryata Prāgātha,b08_h072_01,wS.wSw.S.ww.|SSS.wwS.wS.|SS.SS.wSwS|,gāyatrī
Haryata Prāgātha,b08_h072_02,w.Sw.ww.SS.|SS.SS.wS.ww.|wSS.Sw.wwS|,gāyatrī
Haryata Prāgātha,b08_h072_03,Sw.SSw.S.wS.|SS.wS.wSwS.|SSw.SwS.wS|,gāyatrī
Haryata Prāgātha,b08_h072_04,Sw.wSwS.wS.|wSS.wwS.wS.|wwS.SwSwS|,gāyatrī
Haryata Prāgātha,b08_h072_05,wS.SS.wS.ww.|wSSS.w.SwS.|SS.Sww.SwS|,gāyatrī
Haryata Prāgātha,b08_h072_06,wS.w.Sw.S.ww.|SSS.SwS.wS.|SS.wSw.wwS|,gāyatrī
Haryata Prāgātha,b08_h072_07,wSw.Sw.SS.|wS.S.Sw.wwS.|SS.SS.wS.wS|,gāyatrī
Haryata Prāgātha,b08_h072_08,S.wwS.wSww.|SS.Sw.wSwS.|SwS.wwS.wS|,gāyatrī
Haryata Prāgātha,b08_h072_09,wS.wSw.SwS.|Sw.Sw.wSwS.|SS.SSS.SwS|,gāyatrī
Haryata Prāgātha,b08_h072_10,SSw.wwSww.|SSSS.wSSS.|SSwSw.SwS|,gāyatrī
Haryata Prāgātha,b08_h072_11,wwSw.w.SwS.|wSS.SwS.ww.|wwSw.wSwS|,gāyatrī
Haryata Prāgātha,b08_h072_12,Sw.wSwSwS.|wS.SSw.SwS.|wS.SS.wSwS|,gāyatrī
Haryata Prāgātha,b08_h072_13,S.wS.SwS.wS.|SwSS.wSwS.|wS.wSw.wwS|,gāyatrī
Haryata Prāgātha,b08_h072_14,S.SwS.w.SwS.|S.SSS.w.SwS.|wS.wSw.SwS|,gāyatrī
Haryata Prāgātha,b08_h072_15,wS.SSw.SwS.|SwS.wwS.ww.|SS.SS.wS.wS|,gāyatrī
Haryata Prāgātha,b08_h072_16,wSS.SwS.ww.|SS.SwwS.wS.|SSw.Sw.SwS|,gāyatrī
Haryata Prāgātha,b08_h072_17,SSw.SSwwS.|wwS.Sw.S.wS.|w.SwSw.SwS|,gāyatrī
Haryata Prāgātha,b08_h072_18,wS.w.Sw.S.wS.|SwSw.wSwS.|wS.S.SwSwS|,gāyatrī
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_01,w.SSS.wSwS.|SSS.SwS.ww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_02,wwS.S.wSwS.|wSS.Sw.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_03,wS.wSw.SwS.|wSw.Sw.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_04,wS.S.ww.SwS.|wS.SSw.Sww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_05,w.Sw.Sw.Sw.S.|SSSw.wS.ww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_06,SwS.SwSwS.|SSS.Sw.Sww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_07,wSw.SwS.wS.|wwS.ww.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_08,wSS.Sw.SwS.|wwS.Sw.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_09,w.SwSw.SwS.|SS.SS.wSww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_10,wS.wS.wSwS.|wwS.w.wS.ww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_11,w.wS.S.wSwS.|wwS.ww.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_12,wSS.S.wSwS.|wSS.Sw.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_13,S.S.wSw.SwS.|wS.wSw.SwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_14,S.S.SSw.SwS.|wSS.ww.Sww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_15,S.S.SSw.SwS.|wSSw.wS.ww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_16,wwSw.wS.wS.|wS.Sw.wSwS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_17,SwS.w.wSwS.|SS.wwwS.ww.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya or Saptavadhri Ātreya,b08_h073_18,wS.w.Sw.S.ww.|SwS.SwS.wS.|Sw.S.Sw.S.wS|,gāyatrī arranged in tr̥cas
Gopavana Ātreya,b08_h074_01,wSwS.S.wwS.|SwSS.wSww.|SS.S.wwS.wS.|wS.SSw.SwS|,anuṣṭubh
Gopavana Ātreya,b08_h074_02,S.wSS.wSSS.|SS.w.SwSwS.|wSSS.wSwS|,gāyatrī
Gopavana Ātreya,b08_h074_03,SSS.SwSwS.|S.SwSw.SwS.|SSw.SwS.ww|,gāyatrī
Gopavana Ātreya,b08_h074_04,SSw.SwSwS.|wSw.Sw.SwS.|SS.wSS.wS.|SS.wSw.SwS|,gāyatrī
Gopavana Ātreya,b08_h074_05,wwS.SwSwS.|wS.wSw.SwS.|wSwww.SwS|,gāyatrī
Gopavana Ātreya,b08_h074_06,wSS.S.wS.wS.|SS.SSw.SwS.|SSSS.wSwS|,gāyatrī
Gopavana Ātreya,b08_h074_07,wS.S.SwS.ww.|SS.wSw.Sw.S.|Sw.wSw.SwS.|wSw.Sw.wwS|,gāyatrī
Gopavana Ātreya,b08_h074_08,S.S.SS.SwS.|wSS.wwS.wS.|wS.SSw.SwS|,gāyatrī
Gopavana Ātreya,b08_h074_09,S.SS.SwS.ww.|wSS.wwS.wS.|wSw.SwSwS|,gāyatrī
Gopavana Ātreya,b08_h074_10,Sw.S.S.wSwS.|Sw.SS.w.SwS.|SS.wSw.Sww.|SSSS.w.SwS|,gāyatrī
Gopavana Ātreya,b08_h074_11,S.S.SwwS.wS.|wSw.SS.SwS.|w.wSS.wS.wS|,gāyatrī
Gopavana Ātreya,b08_h074_12,S.S.wSw.SwS.|wSS.SwSwS.|w.Sw.SwSwS|,gāyatrī
Gopavana Ātreya,b08_h074_13,wS.wSw.SS.|wSww.wSww.|SSSS.wSwS.|SS.SS.wSwS|,anuṣṭubh
Gopavana Ātreya,b08_h074_14,wS.SSw.SwS.|wSSS.wSwS.|wwSS.wS.wS.|SS.wS.w.SwS|,anuṣṭubh
Gopavana Ātreya,b08_h074_15,Sw.S.S.wSww.|wSw.ww.SwS.|S.SS.SwSwS.|wSS.Sw.SwS|,anuṣṭubh
Virūpa Āṅgirasa,b08_h075_01,SS.w.SwSwS.|SS.SS.wS.ww.|w.SS.SwS.wS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_02,ww.S.Sw.SS.|SS.SS.wSwS.|S.SS.SwS.ww|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_03,wS.w.S.wSww.|wwS.Sw.Sww.|wSS.SwS.wS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_04,ww.SS.wSwS.|SSw.wwS.wS.|SS.wS.wSwS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_05,S.Sw.wwS.wS.|S.wSw.wSwS.|SSS.Sw.SwS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_06,SS.Sw.wSwS.|SS.wSw.SwS.|SS.SSw.SwS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_07,w.S.w.Sw.SwS.|SS.wSwSwS.|wS.SS.wSwS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_08,S.S.SSwS.wS.|SSS.ww.SS.|wS.w.Sw.SwS|,gāyatrī arranged in tr̥cas
Virūpa Āṅgirasa,b08_h075_09,S.S.wSw.SwS.|wSSwS.Sww.|SS.w.Sw.S.wS|,gāyatrī arranged in tr̥cas
